"ITTER107","Territory","TIPO_DATO7","Data type","ISO_A","Country of birth","TIME","Select time","Value","Flag Codes","Flags"
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",9.88,,
"ITD1","Provincia Autonoma Bolzano / Bozen","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",10.04,,
"ITD10","Bolzano / Bozen","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.92,,
"ITD10","Bolzano / Bozen","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",16.18,,
"ITD10","Bolzano / Bozen","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",16.77,,
"ITD51","Piacenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",21.35,,
"ITD51","Piacenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",21.95,,
"ITD51","Piacenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",21.88,,
"ITD52","Parma","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",12.52,,
"ITD52","Parma","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.62,,
"ITD52","Parma","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",13.28,,
"ITD53","Reggio nell'Emilia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.87,,
"ITD53","Reggio nell'Emilia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.95,,
"ITD53","Reggio nell'Emilia","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",9.08,,
"ITD54","Modena","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",15.52,,
"ITD54","Modena","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",15.66,,
"ITD54","Modena","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",16.14,,
"ITD54","Modena","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",23.31,,
"ITD54","Modena","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",23.74,,
"ITD54","Modena","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",24.3,,
"ITD55","Bologna","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",12.86,,
"ITD55","Bologna","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",12.93,,
"ITD55","Bologna","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",13.55,,
"ITD56","Ferrara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.63,,
"ITD56","Ferrara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.7,,
"ITD56","Ferrara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.8,,
"ITD57","Ravenna","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.3,,
"ITD57","Ravenna","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.34,,
"ITD57","Ravenna","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",14.58,,
"ITD57","Ravenna","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",21.45,,
"ITD57","Ravenna","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",21.28,,
"ITD57","Ravenna","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",21.65,,
"ITD58","Forlì-Cesena","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.39,,
"ITD58","Forlì-Cesena","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.72,,
"ITD58","Forlì-Cesena","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.85,,
"ITD59","Rimini","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.34,,
"ITD59","Rimini","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.43,,
"ITD59","Rimini","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.63,,
"ITE","Centro (I)","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",14.59,,
"ITE","Centro (I)","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.88,,
"ITE","Centro (I)","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",15.13,,
"ITE","Centro (I)","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",22.53,,
"ITE","Centro (I)","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",22.98,,
"ITE","Centro (I)","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",23.42,,
"ITE1","Toscana","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.62,,
"ITE1","Toscana","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.76,,
"ITE1","Toscana","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",12.05,,
"ITE11","Massa-Carrara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.32,,
"ITE11","Massa-Carrara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.4,,
"ITE11","Massa-Carrara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.52,,
"ITE12","Lucca","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",13.96,,
"ITE12","Lucca","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.18,,
"ITE12","Lucca","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",14.32,,
"ITE43","Roma","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",26.89,,
"ITE43","Roma","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",26.98,,
"ITE43","Roma","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",28.06,,
"ITE44","Latina","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.66,,
"ITE44","Latina","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.8,,
"ITE44","Latina","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.09,,
"ITE45","Frosinone","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.56,,
"ITE45","Frosinone","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.85,,
"ITE45","Frosinone","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8,,
"ITF1","Abruzzo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.63,,
"ITF1","Abruzzo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.79,,
"ITF1","Abruzzo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.13,,
"ITF11","L'Aquila","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.83,,
"ITF11","L'Aquila","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.15,,
"ITF11","L'Aquila","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.28,,
"ITF11","L'Aquila","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",18.02,,
"ITF11","L'Aquila","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",18.96,,
"ITF11","L'Aquila","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",18.76,,
"ITF12","Teramo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.63,,
"ITF12","Teramo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.82,,
"ITF12","Teramo","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.09,,
"ITF13","Pescara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.5,,
"ITF13","Pescara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.6,,
"ITF13","Pescara","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",7.96,,
"ITF14","Chieti","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.73,,
"ITF14","Chieti","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.15,,
"ITF14","Chieti","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.2,,
"ITF61","Cosenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",14.75,,
"ITF61","Cosenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",15.28,,
"ITF61","Cosenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",15.41,,
"ITF62","Crotone","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.31,,
"ITF62","Crotone","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.36,,
"ITF62","Crotone","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.68,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.8,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.87,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",7.8,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",11.05,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",11.38,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",11.43,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",14.53,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",14.6,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",15.38,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.38,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.52,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.77,,
"ITG","Isole","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.84,,
"ITG","Isole","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.88,,
"ITG","Isole","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.03,,
"ITG1","Sicilia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.28,,
"ITG1","Sicilia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",12.56,,
"ITG1","Sicilia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",12.63,,
"ITG1","Sicilia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",17.07,,
"ITG1","Sicilia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",17.61,,
"ITG1","Sicilia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",17.58,,
"ITG11","Trapani","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.54,,
"ITG11","Trapani","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.68,,
"ITG11","Trapani","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.85,,
"ITG12","Palermo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.03,,
"ITG12","Palermo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.03,,
"ITG12","Palermo","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.09,,
"ITG13","Messina","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.02,,
"ITG13","Messina","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",12.33,,
"ITG13","Messina","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",12.49,,
"ITG13","Messina","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",16.7,,
"ITG13","Messina","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",17.3,,
"ITG13","Messina","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",17.33,,
"ITG14","Agrigento","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.68,,
"ITG14","Agrigento","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.76,,
"ITG14","Agrigento","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.93,,
"ITG15","Caltanissetta","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.56,,
"ITG15","Caltanissetta","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.5,,
"ITG15","Caltanissetta","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",7.62,,
